0	6.193241625
0.01	4.858688893
0.02	5.373683804
0.03	2.584992293
0.04	1.834561174
0.05	3.742183802
0.06	3.110433529
0.07	1.678233761
0.08	2.489282937
0.09	4.778389333
0.1	4.598283958
0.11	3.040887399
0.12	3.653599951
0.13	5.441533049
0.14	2.056942113
0.15	2.787522906
0.16	3.39456624
0.17	1.210305835
0.18	5.530740542
0.19	2.536177538
0.2	3.082129406
0.21	4.556528465
0.22	5.339005527
0.23	3.344254335
0.24	1.037357778
0.25	4.117373697
0.26	4.599322728
0.27	5.048879168
0.28	2.666873439
0.29	4.593035287
0.3	3.62583775
0.31	2.127021422
0.32	4.642790307
0.33	3.795271152
0.34	4.841545627
0.35	0.890389873
0.36	3.820292648
0.37	1.360337653
0.38	4.237064625
0.39	3.070250861
0.4	1.271622585
0.41	0.866840785
0.42	3.086027948
0.43	3.210374051
0.44	1.672813509
0.45	4.361668082
0.46	3.471875305
0.47	3.761720314
0.48	4.983603626
0.49	1.388859182
0.5	2.455204313
0.51	2.533845269
0.52	1.295469407
0.53	4.058957608
0.54	1.691589772
0.55	4.937071247
0.56	2.535269664
0.57	1.429216326
0.58	2.340235632
0.59	3.18040879
0.6	4.444734308
0.61	3.972589406
0.62	3.224515712
0.63	2.862307263
0.64	3.215912795
0.65	1.897825172
0.66	2.745447761
0.67	3.529086516
0.68	4.516478405
0.69	2.211221094
0.7	1.381476749
0.71	5.086974422
0.72	5.231750327
0.73	5.398015168
0.74	2.657500879
0.75	2.56602617
0.76	5.500392738
0.77	5.916044796
0.78	5.762067631
0.79	1.507788081
0.8	2.905596687
0.81	4.14478956
0.82	4.915480986
0.83	4.303289868
0.84	5.762075906
0.85	1.410746302
0.86	5.547626728
0.87	1.371873671
0.88	1.594990314
0.89	2.422658834
0.9	5.609718638
0.91	3.360832861
0.92	3.884061544
0.93	1.87059931
0.94	3.307449365
0.95	2.191891547
0.96	3.951492413
0.97	6.467337922
0.98	5.615930988
0.99	4.299535614
1	3.168977796
1.01	4.212014551
1.02	5.149587311
1.03	4.307961194
1.04	3.514539797
1.05	4.85448345
1.06	6.631272168
1.07	6.839289206
1.08	5.877981482
1.09	5.885081299
1.1	7.405051873
1.11	4.988487779
1.12	6.867364219
1.13	5.357362808
1.14	7.759177189
1.15	5.421830383
1.16	6.636707736
1.17	3.527418361
1.18	5.364484212
1.19	6.918942051
1.2	5.079688276
1.21	6.990896474
1.22	5.922535694
1.23	3.691011398
1.24	4.622755135
1.25	5.969029015
1.26	8.377273555
1.27	8.628499824
1.28	6.832542455
1.29	7.158987842
1.3	8.646448853
1.31	6.808412209
1.32	5.443384988
1.33	7.970165681
1.34	8.583117985
1.35	7.99812477
1.36	7.385269904
1.37	9.395923704
1.38	6.440836378
1.39	6.551393509
1.4	7.718024436
1.41	7.117761072
1.42	7.409890313
1.43	8.950779602
1.44	7.868534303
1.45	10.31641998
1.46	9.519172951
1.47	8.289489504
1.48	6.229937119
1.49	10.86172234
1.5	8.610324057
1.51	8.757156284
1.52	9.267691944
1.53	8.076312189
1.54	8.171908519
1.55	7.833732829
1.56	7.549429299
1.57	9.605782219
1.58	10.68622138
1.59	9.954085864
1.6	7.825515057
1.61	11.84113944
1.62	8.471934034
1.63	11.64567645
1.64	10.59221903
1.65	9.103588241
1.66	9.679321748
1.67	11.6194345
1.68	12.37580418
1.69	9.761105825
1.7	10.84466139
1.71	8.971044249
1.72	10.43709119
1.73	12.73919846
1.74	10.95247609
1.75	12.39391216
1.76	10.77237377
1.77	11.56267834
1.78	12.59173561
1.79	14.33014497
1.8	14.7744602
1.81	13.83120599
1.82	12.86895815
1.83	12.191435
1.84	10.75363878
1.85	14.52212639
1.86	10.75277292
1.87	13.23941446
1.88	11.27789538
1.89	11.36688353
1.9	13.20959438
1.91	14.07545942
1.92	15.64212939
1.93	16.63342017
1.94	15.69645315
1.95	14.28961494
1.96	13.36570909
1.97	16.52877405
1.98	15.79232702
1.99	13.56486005
2	15.25026742
2.01	16.10225986
2.02	13.34342122
2.03	16.10889678
2.04	14.07960162
2.05	13.78390538
2.06	15.94701127
2.07	16.90511067
2.08	18.42577659
2.09	16.86497734
2.1	19.42405034
2.11	14.88757538
2.12	18.01413161
2.13	18.68810218
2.14	19.99156597
2.15	15.76308538
2.16	16.93107992
2.17	19.72029225
2.18	20.43368987
2.19	19.68852758
2.2	19.0076598
2.21	16.5357759
2.22	20.52815108
2.23	18.96274162
2.24	21.54441659
2.25	21.10011402
2.26	21.97800168
2.27	21.37032499
2.28	21.93215723
2.29	22.6787169
2.3	20.08624149
2.31	18.26459991
2.32	19.3821084
2.33	23.09509479
2.34	19.78742893
2.35	22.00490172
2.36	23.43012789
2.37	20.42759122
2.38	19.78971072
2.39	22.55821989
2.4	23.77289772
2.41	23.92669936
2.42	21.89697774
2.43	22.15402968
2.44	24.13037063
2.45	22.19721093
2.46	25.17671512
2.47	24.64109701
2.48	24.60400334
2.49	24.52338968
2.5	23.99935291
2.51	24.70769076
2.52	22.87422325
2.53	27.26789239
2.54	26.81599347
2.55	23.25593474
2.56	23.43571594
2.57	25.50119154
2.58	26.27301851
2.59	27.02433384
2.6	25.45775996
2.61	27.32453766
2.62	28.640932
2.63	28.78841222
2.64	28.10345436
2.65	27.18248721
2.66	27.635996
2.67	27.00767601
2.68	30.26838279
2.69	27.3687245
2.7	27.93768077
2.71	27.15850958
2.72	26.8599257
2.73	27.84110088
2.74	28.27844181
2.75	31.617751
2.76	30.32503116
2.77	28.76700945
2.78	31.61770426
2.79	29.45632874
2.8	31.7113194
2.81	31.8068386
2.82	29.35771106
2.83	31.50191288
2.84	33.86399963
2.85	31.95270631
2.86	31.26144095
2.87	33.58931819
2.88	30.92925682
2.89	31.56372528
2.9	31.13989833
2.91	33.48738599
2.92	35.82674032
2.93	34.7487718
2.94	35.0488983
2.95	35.68451259
2.96	36.9604377
2.97	33.15704742
2.98	34.12882339
2.99	35.6337358
3	34.58990259
3.01	37.16094379
3.02	36.06813405
3.03	37.19402671
3.04	37.33389974
3.05	37.99139202
3.06	36.0552395
3.07	37.06997194
3.08	35.81660235
3.09	40.68467105
3.1	39.61484019
3.11	38.0250072
3.12	38.25678809
3.13	37.39660082
3.14	41.07386136
3.15	40.24049597
3.16	39.39869644
3.17	40.16469903
3.18	40.67496969
3.19	43.20130682
3.2	40.30326603
3.21	40.83627089
3.22	42.75971466
3.23	43.74609024
3.24	44.50842651
3.25	40.54292682
3.26	44.15771073
3.27	44.51249808
3.28	41.75292423
3.29	42.67576485
3.3	44.57390677
3.31	43.88187128
3.32	44.90173951
3.33	43.18665264
3.34	44.67942579
3.35	46.25924584
3.36	46.89700991
3.37	46.07857752
3.38	46.89366045
3.39	46.84142049
3.4	44.81847294
3.41	46.32307996
3.42	46.87628414
3.43	50.22715501
3.44	47.29698851
3.45	49.98153845
3.46	49.8423727
3.47	49.21725039
3.48	48.82771306
3.49	47.60573725
3.5	50.68667042
3.51	48.33222265
3.52	49.52796048
3.53	51.12581769
3.54	53.00816433
3.55	49.90763486
3.56	52.76398126
3.57	52.69652229
3.58	54.65915833
3.59	55.51406088
3.6	51.05266658
3.61	53.29886699
3.62	53.40662489
3.63	53.7378115
3.64	55.06071
3.65	55.3828039
3.66	57.74046913
3.67	56.93693472
3.68	54.88540677
3.69	55.01979725
3.7	58.97758598
3.71	54.57492346
3.72	57.00463284
3.73	58.53120521
3.74	57.65567515
3.75	59.21957925
3.76	56.83846169
3.77	57.99106088
3.78	57.39493677
3.79	60.39477071
3.8	61.71719721
3.81	60.6179598
3.82	62.19464383
3.83	60.06450202
3.84	61.5218689
3.85	63.90418328
3.86	64.24004934
3.87	60.06174675
3.88	63.81527413
3.89	61.82491871
3.9	65.57645261
3.91	64.34089416
3.92	63.62048578
3.93	63.47816001
3.94	64.56843534
3.95	66.28305743
3.96	67.19066101
3.97	64.10638576
3.98	66.81572689
3.99	67.0667667
4	68.89481163
4.01	68.66253309
4.02	65.15137164
4.03	69.52088188
4.04	66.27503602
4.05	70.99224268
4.06	66.62091468
4.07	68.06687727
4.08	70.00788285
4.09	70.89895566
4.1	68.99097856
4.11	71.53300144
4.12	71.45668274
4.13	73.88295546
4.14	70.60900586
4.15	71.71770522
4.16	72.21120319
4.17	71.45341731
4.18	73.34240472
4.19	73.51999978
4.2	74.40829563
4.21	74.74081389
4.22	74.24285278
4.23	74.69478775
4.24	76.59289698
4.25	78.49777257
4.26	76.11241018
4.27	78.81917992
4.28	76.07652649
4.29	80.11887618
4.3	78.85052677
4.31	77.05759678
4.32	77.44857166
4.33	77.35013456
4.34	77.97172987
4.35	79.38035111
4.36	77.95209619
4.37	82.41911996
4.38	81.01622492
4.39	80.09220301
4.4	83.49575496
4.41	81.61242543
4.42	80.80273141
4.43	85.22727192
4.44	85.04692472
4.45	86.49654982
4.46	86.59750337
4.47	85.10106483
4.48	84.02698512
4.49	85.65665446
4.5	85.87288398
4.51	84.76052661
4.52	88.84446474
4.53	85.97700096
4.54	88.61371988
4.55	88.40421695
4.56	90.40490771
4.57	88.12041478
4.58	87.27258349
4.59	90.92471989
4.6	87.70471371
4.61	89.79589652
4.62	90.71738179
4.63	89.80919848
4.64	91.60549318
4.65	93.76237073
4.66	90.64540461
4.67	92.70154953
4.68	93.95610915
4.69	96.01920842
4.7	91.9613345
4.71	96.18286711
4.72	95.93212826
4.73	96.98270883
4.74	97.22465055
4.75	97.45832465
4.76	96.97185043
4.77	98.66628556
4.78	99.24683666
4.79	96.89004458
4.8	99.27734896
4.81	100.5671492
4.82	99.54976578
4.83	102.2778061
4.84	100.8704305
4.85	98.603196
4.86	102.4617398
4.87	102.786382
4.88	104.1892989
4.89	101.1794059
4.9	105.1962138
4.91	101.4568892
4.92	101.9418951
