0.001	-0.244019277
0.006	0.857203626
0.011	0.642861536
0.016	0.653269182
0.021	0.841535011
0.026	1.24588222
0.031	1.926885003
0.036	2.373223086
0.041	2.058157888
0.046	2.428138831
0.051	2.647009451
0.056	2.30530959
0.061	3.092101396
0.066	3.150587179
0.071	3.421668092
0.076	3.754737697
0.081	3.182756983
0.086	4.079637382
0.091	4.776864565
0.096	4.836237853
0.101	4.895228306
0.106	5.197742474
0.111	5.226002355
0.116	5.590783326
0.121	5.875100986
0.126	6.244162376
0.131	6.726388185
0.136	6.793687581
0.141	7.026071608
0.146	7.049345564
0.151	7.843586023
0.156	7.870643373
0.161	8.219814323
0.166	8.365787076
0.171	8.792313304
0.176	9.253758022
0.181	8.920509973
0.186	9.462768174
0.191	9.753789968
0.196	9.797369927
